",appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price"
"496,23490,1,0,0,1338.0,176,291,425,7.99"
"497,23500,1,0,0,120.0,136,0,0,6.99"
"498,23530,1,0,50,731.0,95,253,380,6.99"
"499,23600,1,0,0,69.0,24,0,0,6.99"
"500,23700,1,0,0,139.0,102,175,175,10.99"
"501,24010,1,0,1165,8573.0,5336,287,385,34.99"
"502,24200,1,0,169,10138.0,2654,2990,3851,0.0"
"503,24240,1,18,56,34645.0,2533,444,248,10.99"
"504,24400,1,0,0,307.0,113,6,6,7.99"
"505,24410,1,0,0,13.0,11,0,0,6.99"
"506,24420,1,0,27,1008.0,133,48,64,6.99"
"507,24460,1,0,0,13.0,20,13,13,3.99"
"508,24480,1,0,23,188.0,169,46,46,7.99"
"509,24640,1,0,0,14.0,29,0,0,14.99"
"510,24650,1,0,0,13.0,17,0,0,14.99"
"511,24670,1,0,50,498.0,364,31,31,7.19"
"512,24720,1,0,0,1943.0,453,1905,2286,9.99"
"513,24740,1,0,0,9739.0,1487,431,576,9.99"
"514,24780,1,0,0,3110.0,959,228,289,9.99"
"515,24790,1,0,0,2292.0,295,646,693,9.99"
"516,24800,1,0,0,1449.0,362,136,205,9.99"
"517,24810,1,0,0,1070.0,76,0,0,9.99"
"518,24840,1,0,0,1725.0,461,28,28,9.99"
"519,24870,1,0,0,1101.0,415,339,456,9.99"
"520,24960,1,0,0,23093.0,3877,1200,671,14.99"
"521,24980,1,0,0,10675.0,542,1087,736,19.99"
"522,25000,1,0,0,3200.0,1315,777,1365,22.99"
"523,25010,1,0,0,321.0,98,13,13,7.99"
"524,25500,1,0,0,63.0,50,0,0,1.99"
"525,25600,1,0,0,167.0,25,0,0,0.0"
"526,25620,1,0,0,58.0,12,0,0,4.79"
"527,25700,1,0,17,198.0,38,54,54,3.99"
"528,25800,1,0,0,1191.0,245,736,1065,9.99"
"529,25830,1,0,0,1018.0,89,35,35,7.49"
"530,25850,1,0,0,76.0,29,27,27,3.99"
"531,25890,1,0,0,3298.0,992,809,1364,7.99"
"532,25900,1,0,0,1290.0,139,356,368,4.99"
"533,25910,1,0,0,138.0,36,400,400,6.99"
"534,25930,1,0,0,45.0,48,0,0,7.99"
"535,25980,1,0,0,305.0,130,0,0,7.99"
"536,25990,1,0,0,326.0,20,72,72,7.99"
"537,26000,1,0,15,161.0,36,14,14,8.99"
"538,26300,1,0,0,13.0,31,0,0,3.99"
"539,26800,1,0,12,6529.0,386,178,251,10.99"
"540,26900,1,0,0,668.0,109,20,26,15.99"
"541,27000,1,0,0,502.0,177,49,64,6.99"
"542,27020,1,0,0,305.0,199,0,0,3.99"
"543,27050,1,0,0,53.0,44,0,0,4.99"
"544,27200,1,0,0,14.0,10,0,0,15.99"
"545,27330,1,0,12,132.0,209,129,193,0.79"
"546,27400,1,0,0,111.0,63,105,105,14.99"
"547,27600,1,0,40,23.0,2,0,0,5.99"
"548,27800,1,0,0,36.0,17,0,0,6.99"
"549,27810,1,0,0,36.0,9,9,9,5.99"
"550,27900,1,0,0,88.0,150,0,0,3.99"
"551,27920,1,0,260,91.0,94,10,10,1.69"
"552,27940,1,0,28,206.0,406,82,82,4.79"
"553,28000,1,18,59,2822.0,1919,282,301,7.99"
"554,29120,1,0,0,53.0,26,0,0,3.99"
"555,29130,1,0,0,178.0,12,0,0,3.99"
"556,29160,1,0,0,96.0,28,9,9,3.99"
"557,29180,1,0,11,857.0,105,27,27,6.99"
"558,29800,1,0,0,3277.0,868,120,160,0.99"
"559,29900,1,0,0,337.0,96,0,0,6.99"
"560,31270,1,0,0,1574.0,214,69,110,3.99"
"561,31300,1,0,0,11.0,19,0,0,15.99"
"562,31800,1,0,0,15.0,9,0,0,5.19"
"563,31810,1,0,0,50.0,4,0,0,5.19"
"564,31820,1,0,0,35.0,6,0,0,5.19"
"565,31830,1,0,0,66.0,7,0,0,5.19"
"566,31840,1,0,0,32.0,2,0,0,5.19"
"567,31850,1,0,0,34.0,4,0,0,5.19"
"568,31860,1,0,0,24.0,3,0,0,5.19"
"569,31870,1,0,0,10.0,12,0,0,5.19"
"570,31880,1,0,0,28.0,2,0,0,5.19"
"571,31890,1,0,0,20.0,3,0,0,5.19"
"572,31900,1,0,0,19.0,7,0,0,5.19"
"573,31910,1,0,0,26.0,6,0,0,5.19"
"574,31920,1,0,0,19.0,6,0,0,5.19"
"575,31930,1,0,0,27.0,9,0,0,5.19"
"576,31980,1,0,14,18.0,9,0,0,5.19"
"577,32000,1,0,0,0.0,13,0,0,3.99"
"578,32110,1,0,0,43.0,13,0,0,5.99"
"579,32120,1,0,0,24.0,18,0,0,6.99"
"580,32140,1,0,0,89.0,40,0,0,5.99"
"581,32150,1,0,24,303.0,6,0,0,3.99"
"582,32160,1,0,21,244.0,44,0,0,6.99"
"583,32200,1,0,28,81.0,45,91,173,6.99"
"584,32310,1,0,0,121.0,32,97,194,4.79"
"585,32330,1,0,0,305.0,87,0,0,15.49"
"586,32340,1,0,0,306.0,41,14,28,4.79"
"587,32350,1,0,0,221.0,235,6,8,4.79"
"588,32360,1,0,0,2156.0,115,58,94,7.19"
"589,32370,1,0,0,11569.0,1590,660,400,7.19"
"590,32380,1,0,0,777.0,315,141,221,4.79"
"591,32390,1,0,0,366.0,192,30,30,2.09"
"592,32400,1,0,0,1501.0,171,99,101,4.79"
"593,32410,1,0,12,37.0,16,0,0,4.79"
"594,32420,1,0,0,166.0,279,2,2,15.49"
"595,32430,1,0,0,2287.0,1389,195,175,15.49"
"596,32440,1,0,0,3033.0,256,243,266,15.49"
"597,32450,1,0,0,163.0,58,0,0,15.49"
"598,32460,1,0,12,1194.0,63,0,0,7.19"
"599,32470,1,0,0,6526.0,396,395,219,15.49"
"600,32500,1,0,0,1880.0,1348,249,365,15.49"
"601,32510,1,0,0,825.0,140,196,294,15.49"
"602,32610,1,0,0,50.0,36,0,0,14.99"
"603,32620,1,0,0,220.0,24,0,0,3.99"
"604,32630,1,0,0,166.0,26,0,0,3.99"
"605,32640,1,0,0,121.0,11,0,0,6.99"
"606,32650,1,0,0,58.0,14,0,0,6.99"
"607,32660,1,0,0,41.0,14,0,0,14.99"
"608,32670,1,0,0,258.0,23,0,0,0.0"
"609,32680,1,0,0,167.0,17,0,0,0.0"
"610,32710,1,0,0,27.0,8,0,0,6.99"
"611,32720,1,0,0,36.0,13,0,0,6.99"
"612,32730,1,0,0,47.0,27,0,0,6.99"
"613,32740,1,0,0,33.0,8,0,0,6.99"
"614,32750,1,0,0,93.0,16,0,0,6.99"
"615,32760,1,0,0,102.0,15,0,0,6.99"
"616,32770,1,0,0,121.0,17,0,0,14.99"
"617,32900,1,0,0,112.0,65,0,0,13.99"
"618,33100,1,0,17,815.0,92,0,0,3.99"
"619,33110,1,0,0,150.0,79,0,0,3.99"
"620,33120,1,0,0,995.0,84,169,169,3.99"
"621,33130,1,0,0,410.0,73,137,137,3.99"
"622,33180,1,0,0,291.0,85,247,247,7.19"
"623,33230,1,0,0,14861.0,2639,1046,1323,8.59"
"624,33320,1,0,0,511.0,263,328,328,8.59"
"625,33390,1,0,70,26.0,7,0,0,8.59"
"626,33460,1,0,0,1356.0,750,358,399,8.59"
"627,33520,1,0,0,412.0,60,0,0,5.99"
"628,33570,1,0,0,289.0,86,149,149,3.99"
"629,33600,1,0,0,432.0,51,1330,1428,4.99"
"630,33610,1,0,0,181.0,167,9,9,4.99"
"631,33620,1,0,0,228.0,64,0,0,3.99"
"632,33650,1,0,14,299.0,37,0,0,4.99"
"633,33660,1,0,36,21.0,7,0,0,4.99"
"634,33670,1,0,57,166.0,134,2486,2486,9.99"
"635,33680,1,0,14,955.0,92,466,466,3.99"
"636,33760,1,0,0,1.0,4,0,0,4.99"
"637,33770,1,0,0,154.0,37,0,0,14.99"
"638,33790,1,0,0,16.0,13,0,0,14.99"
"639,33900,1,0,0,1728.0,357,752,1263,7.99"
"640,33930,1,18,0,17683.0,1519,8488,1120,11.99"
"641,33950,1,0,0,151.0,56,0,0,3.99"
"642,33980,1,0,26,78.0,49,0,0,8.99"
"643,33990,1,0,0,83.0,86,0,0,9.99"
"644,34010,1,16,0,3113.0,785,267,214,9.99"
"645,34030,1,0,71,8540.0,907,1251,1534,0.0"
"646,34190,1,0,0,614.0,173,759,859,4.99"
"647,34410,1,0,0,260.0,42,2,2,4.99"
"648,34420,1,0,0,55.0,57,0,0,3.99"
"649,34500,1,0,30,31.0,7,0,0,11.99"
"650,34600,1,0,0,270.0,98,319,589,5.99"
"651,34630,1,0,0,6.0,2,0,0,6.99"
"652,34640,1,0,0,11.0,2,0,0,6.99"
"653,34800,1,0,0,46.0,23,0,0,3.99"
"654,34810,1,0,0,80.0,26,0,0,2.99"
"655,34820,1,0,0,373.0,101,25,25,4.99"
"656,34830,1,0,24,2143.0,1728,113,123,5.99"
"657,34870,1,18,38,6775.0,2724,234,228,6.99"
"658,34900,1,0,13,10465.0,2981,257,276,0.79"
"659,34920,1,0,10,49.0,154,28,28,6.99"
"660,35000,1,0,0,1612.0,270,27,53,7.99"
"661,35070,1,0,0,58.0,28,0,0,2.99"
"662,35130,1,0,12,2506.0,237,42,57,7.99"
"663,35140,1,0,47,20297.0,865,569,545,14.99"
"664,35300,1,0,0,73.0,26,0,0,9.99"
"665,35310,1,0,0,90.0,44,0,0,6.99"
"666,35320,1,0,47,329.0,67,0,0,10.99"
"667,35450,1,0,140,26922.0,2274,771,269,14.99"
"668,35460,1,0,17,606.0,210,14,14,6.99"
"669,35480,1,0,29,619.0,177,53,57,7.99"
"670,35600,1,0,10,44.0,37,0,0,3.99"
"671,35700,1,0,33,9448.0,407,314,304,9.99"
"672,35720,1,0,97,16369.0,706,421,319,13.99"
"673,35800,1,0,0,126.0,22,0,0,0.0"
"674,36000,1,0,23,184.0,111,160,160,3.99"
"675,36100,1,0,0,43.0,2,0,0,3.99"
"676,36130,1,0,0,4.0,1,0,0,10.99"
"677,36180,1,0,0,28.0,11,0,0,10.99"
"678,36210,1,0,0,11.0,3,0,0,3.49"
"679,36240,1,0,0,7.0,0,0,0,4.99"
"680,36300,1,0,0,13.0,5,0,0,4.99"
"681,36310,1,0,0,11.0,1,0,0,4.99"
"682,36320,1,0,0,4.0,3,0,0,4.99"
"683,36900,1,0,0,0.0,2,0,0,6.99"
"684,36910,1,0,0,3.0,8,0,0,6.99"
"685,37000,1,0,0,581.0,126,27,34,6.99"
"686,37010,1,0,0,128.0,72,0,0,6.99"
"687,37030,1,0,0,122.0,43,0,0,9.99"
"688,37100,1,0,0,94.0,39,0,0,3.99"
"689,37210,1,0,0,51.0,23,0,0,7.49"
"690,37220,1,0,0,27.0,9,0,0,7.49"
"691,37230,1,0,0,13.0,2,0,0,7.49"
"692,37240,1,0,0,26.0,66,0,0,7.49"
"693,37260,1,0,0,50.0,3,38,38,7.49"
"694,37270,1,0,0,20.0,0,0,0,10.99"
"695,37280,1,0,0,13.0,3,0,0,7.49"
"696,37300,1,0,0,8.0,5,0,0,6.99"
"697,37310,1,0,0,4.0,10,0,0,4.99"
"698,37320,1,0,0,2.0,3,0,0,4.99"
"699,37330,1,0,0,3.0,1,0,0,4.99"
"700,37340,1,0,0,8.0,0,0,0,4.99"
"701,37370,1,0,0,3.0,1,0,0,4.99"
"702,37380,1,0,0,5.0,6,0,0,4.99"
"703,37390,1,0,0,12.0,1,0,0,4.99"
"704,37400,1,0,0,494.0,118,10,10,2.99"
"705,37500,1,0,40,33.0,9,49,49,1.49"
"706,37600,1,0,0,821.0,85,31,31,1.99"
"707,37700,1,0,0,158.0,63,0,0,14.99"
"708,37800,1,0,15,24.0,13,5,5,7.99"
"709,37960,1,0,0,19.0,3,0,0,14.99"
"710,38000,1,0,0,20.0,2,0,0,6.99"
"711,38070,1,0,0,11.0,1,0,0,6.99"
"712,38080,1,0,0,11.0,2,0,0,6.99"
"713,38090,1,0,0,3.0,0,0,0,6.99"
"714,38100,1,0,0,2.0,0,0,0,6.99"
"715,38110,1,0,0,4.0,3,0,0,6.99"
"716,38120,1,0,0,19.0,2,0,0,3.99"
"717,38130,1,0,0,17.0,2,0,0,3.99"
"718,38140,1,0,0,16.0,1,0,0,3.99"
"719,38150,1,0,0,7.0,1,0,0,6.99"
"720,38160,1,0,0,2.0,0,0,0,6.99"
"721,38170,1,0,0,16.0,2,0,0,6.99"
"722,38180,1,0,0,6.0,0,0,0,6.99"
"723,38190,1,0,0,4.0,5,0,0,6.99"
"724,38210,1,0,0,273.0,66,4,4,0.79"
"725,38230,1,0,13,66.0,95,0,0,5.59"
"726,38400,1,16,0,6983.0,643,93,49,7.99"
"727,38410,1,16,0,4758.0,321,86,77,7.99"
"728,38420,1,16,0,847.0,210,16,14,7.99"
"729,38430,1,0,0,163.0,42,0,0,6.99"
"730,38450,1,0,0,138.0,45,0,0,6.99"
"731,38460,1,0,0,95.0,19,0,0,6.99"
"732,38490,1,0,0,47.0,16,0,0,14.99"
"733,38600,1,0,30,2147.0,207,266,262,6.99"
"734,38700,1,0,38,1660.0,226,73,108,3.99"
"735,38720,1,0,25,1069.0,117,53,56,3.99"
"736,38740,1,0,47,1714.0,148,41,43,4.99"
"737,39000,1,0,0,9867.0,1166,54,46,0.0"
"738,39110,1,0,15,156.0,44,0,0,2.99"
"739,39120,1,0,0,6885.0,2326,4104,1997,0.0"
"740,39140,1,12,36,11722.0,878,2443,2805,9.99"
"741,39150,1,16,45,5323.0,682,2145,2470,9.99"
"742,39190,1,0,0,1179.0,397,228,347,4.99"
"743,39200,1,0,0,813.0,343,754,1502,4.99"
"744,39210,1,16,0,9808.0,2107,28897,9324,9.99"
"745,39500,1,0,0,2962.0,728,1401,1652,8.99"
"746,39510,1,0,0,3809.0,475,102,132,8.99"
"747,39520,1,0,0,175.0,75,28,39,8.99"
"748,39540,1,0,0,694.0,149,2886,2886,8.99"
"749,39560,1,0,0,90.0,181,0,0,8.99"
"750,39630,1,0,0,151.0,57,0,0,4.49"
"751,39640,1,0,0,106.0,35,0,0,4.49"
"752,39650,1,0,0,385.0,196,1014,1018,8.99"
"753,39660,1,0,0,109.0,49,0,0,8.99"
"754,39670,1,0,0,611.0,226,0,0,4.49"
"755,39680,1,0,0,1944.0,482,1556,1590,8.99"
"756,39690,1,0,0,735.0,763,398,571,17.99"
"757,39800,1,0,145,2093.0,272,154,222,1.79"
"758,39900,1,0,0,14.0,15,0,0,3.99"
"759,40100,1,0,47,5336.0,903,1834,2894,8.99"
"760,40200,1,0,0,6.0,2,0,0,6.99"
"761,40210,1,0,0,10.0,0,0,0,6.99"
"762,40300,1,0,0,3848.0,585,994,650,7.99"
"763,40320,1,0,0,88.0,13,0,0,3.99"
"764,40330,1,0,0,135.0,32,0,0,7.99"
"765,40340,1,0,0,60.0,17,0,0,7.99"
"766,40350,1,0,0,211.0,26,34,34,7.99"
"767,40380,1,0,0,859.0,217,135,210,3.99"
"768,40390,1,0,49,2987.0,891,1278,1257,7.99"
"769,40400,1,0,322,1109.0,205,248,338,6.99"
"770,40420,1,0,64,130.0,66,0,0,3.99"
"771,40500,1,0,51,14.0,42,0,0,2.09"
"772,40700,1,0,12,5437.0,264,165,241,7.99"
"773,40720,1,0,0,716.0,149,53,53,3.99"
"774,40930,1,0,12,323.0,42,19,19,3.99"
"775,40950,1,0,0,2992.0,199,473,665,3.49"
"776,40970,1,0,0,4079.0,170,247,183,7.49"
"777,40980,1,0,60,404.0,123,337,519,11.99"
"778,40990,1,0,0,1727.0,180,32,32,7.99"
"779,41000,1,0,35,3950.0,269,277,271,10.99"
"780,41070,1,0,62,15574.0,1977,378,215,29.99"
"781,41100,1,0,0,1051.0,514,256,254,3.99"
"782,41300,1,0,52,1540.0,128,333,657,0.0"
"783,41400,1,0,0,8.0,20,0,0,1.99"
"784,41500,1,0,66,3825.0,317,1108,1144,10.99"
"785,41600,1,0,0,34.0,36,0,0,14.99"
"786,41660,1,0,0,7.0,7,0,0,6.99"
"787,41680,1,0,0,3.0,9,0,0,6.99"
"788,41700,1,0,0,10172.0,470,1969,3186,12.99"
"789,41740,1,0,52,260.0,72,540,540,6.99"
"790,41800,1,0,0,505.0,168,272,333,10.99"
"791,41900,1,0,51,644.0,188,43,77,6.99"
"792,42000,1,0,37,9.0,5,0,0,3.49"
"793,42120,1,16,81,1471.0,545,112,128,7.99"
"794,42140,1,0,26,169.0,83,184,184,6.99"
"795,42170,1,0,41,429.0,329,369,369,10.99"
"796,42210,1,0,0,48.0,23,0,0,5.19"
"797,42220,1,0,0,48.0,8,0,0,5.19"
"798,42230,1,0,0,22.0,8,0,0,4.99"
"799,42500,1,0,29,232.0,152,63,63,1.99"
"800,42670,1,18,0,2766.0,227,148,148,14.99"
"801,42700,1,18,68,14201.0,1839,2672,517,29.99"
"802,42810,1,0,0,59.0,25,44,44,7.99"
"803,42850,1,0,0,180.0,31,0,0,7.99"
"804,42890,1,0,0,355.0,46,0,0,7.99"
"805,42910,1,0,88,20912.0,1964,589,369,7.99"
"806,42920,1,0,0,41.0,72,0,0,7.99"
"807,42930,1,0,0,8.0,3,0,0,1.59"
"808,42940,1,0,0,4.0,3,0,0,1.59"
"809,42950,1,0,0,9.0,2,0,0,1.59"
"810,42960,1,0,0,4743.0,632,2580,4888,14.99"
"811,42980,1,0,0,88.0,41,17,17,7.99"
"812,42990,1,0,14,335.0,448,38,74,14.99"
"813,43000,1,0,27,481.0,310,312,312,7.99"
"814,43100,1,0,0,115.0,30,115,115,4.99"
"815,43190,1,0,28,507.0,81,285,333,5.99"
"816,43500,1,0,0,70.0,85,0,0,7.99"
"817,43600,1,0,15,46.0,5,0,0,5.19"
"818,44100,1,0,23,73.0,11,0,0,2.99"
"819,44350,1,0,60,11953.0,3009,340,243,19.98"
"820,44360,1,0,0,232.0,108,3,3,9.99"
"821,44600,1,0,0,43.0,28,0,0,3.99"
"822,44680,1,0,0,11.0,1,1,1,8.99"
"823,44690,1,0,0,201.0,24,0,0,4.99"
"824,45000,1,0,26,293.0,30,0,0,7.19"
"825,45100,1,0,22,1342.0,265,176,176,3.99"
"826,45300,1,0,45,314.0,148,1154,1154,6.99"
"827,45400,1,0,12,802.0,69,287,287,0.99"
"828,45410,1,0,28,154.0,115,0,0,6.99"
"829,45420,1,0,25,10.0,1,0,0,6.99"
"830,45450,1,0,26,462.0,45,487,487,1.59"
"831,45700,1,0,0,1620.0,144,789,946,15.99"
"832,45710,1,0,0,218.0,230,143,143,6.49"
"833,45720,1,0,0,134.0,95,65,109,12.99"
"834,45730,1,0,30,130.0,139,0,0,2.99"
"835,45740,1,18,50,2713.0,934,1108,993,14.99"
"836,45750,1,0,0,998.0,504,879,879,12.99"
"837,45760,1,0,67,8247.0,1141,835,1056,22.99"
"838,45770,1,18,50,1387.0,376,435,621,14.99"
"839,46000,1,0,81,68.0,29,0,0,3.99"
"840,46200,1,0,0,54.0,21,0,0,0.0"
"841,46250,1,0,0,169.0,71,0,0,4.99"
"842,46260,1,0,0,312.0,89,422,422,3.99"
"843,46270,1,0,0,182.0,42,0,0,2.79"
"844,46280,1,0,0,42.0,52,0,0,2.79"
"845,46290,1,0,0,116.0,86,0,0,2.79"
"846,46340,1,0,0,86.0,50,0,0,3.99"
"847,46350,1,0,0,31.0,30,0,0,2.79"
"848,46360,1,0,0,81.0,42,0,0,3.99"
"849,46370,1,0,0,165.0,175,0,0,3.99"
"850,46380,1,0,0,36.0,44,0,0,2.79"
"851,46400,1,0,0,106.0,153,28,28,3.99"
"852,46410,1,0,0,348.0,175,56,56,6.99"
"853,46440,1,0,0,84.0,204,3,3,3.99"
"854,46450,1,0,10,217.0,140,20,20,6.99"
"855,46480,1,0,0,431.0,98,13,13,5.59"
"856,46490,1,0,0,123.0,155,0,0,5.59"
"857,46500,1,0,0,2092.0,260,293,387,9.99"
"858,46510,1,0,0,862.0,156,227,227,9.99"
"859,46520,1,0,40,167.0,119,101,101,6.99"
"860,46540,1,0,0,258.0,410,142,157,3.99"
"861,46550,1,0,0,97.0,87,0,0,5.59"
"862,46570,1,0,13,103.0,87,105,105,6.99"
"863,46600,1,0,15,40.0,12,0,0,2.89"
"864,46700,1,0,0,9.0,30,0,0,34.95"
"865,46710,1,0,0,15.0,21,0,0,34.95"
"866,46720,1,0,0,3.0,12,0,0,6.99"
"867,46730,1,0,0,10.0,29,0,0,7.99"
"868,46740,1,0,0,40.0,88,0,0,2.09"
"869,46750,1,0,0,109.0,63,0,0,9.99"
"870,46760,1,0,0,6.0,13,0,0,34.95"
"871,46770,1,0,1,195.0,57,0,0,10.99"
"872,46790,1,0,0,14.0,12,399,399,10.99"
"873,46830,1,0,0,9.0,17,0,0,34.95"
"874,46840,1,0,0,3.0,12,0,0,34.95"
"875,46850,1,0,0,29.0,17,0,0,10.99"
"876,47110,1,0,0,2.0,3,0,0,6.99"
"877,47120,1,0,0,2.0,0,0,0,6.99"
"878,47130,1,0,0,5.0,2,0,0,6.99"
"879,47400,1,0,0,971.0,2385,506,758,0.0"
"880,47410,1,0,0,4886.0,2609,329,421,0.0"
"881,47700,1,0,0,378.0,1712,160,267,9.99"
"882,47730,1,0,0,92.0,7,0,0,9.99"
"883,47780,1,0,0,8943.0,493,292,272,14.99"
"884,47790,1,0,0,3209.0,1370,133,166,14.99"
"885,47800,1,0,12,405.0,214,979,1754,7.99"
"886,47810,1,0,0,8808.0,726,686,464,19.99"
"887,47870,1,0,0,11405.0,2775,467,415,14.99"
"888,47890,1,0,0,11679.0,2493,4730,499,24.99"
"889,47920,1,0,0,1071.0,629,0,0,19.99"
"890,48000,1,0,13,30321.0,1994,117,127,6.99"
"891,48110,1,0,0,516.0,752,1520,1520,25.99"
"892,48150,1,0,0,4.0,1,0,0,8.59"
"893,48190,1,18,0,6676.0,929,600,471,12.49"
"894,48240,1,0,0,5653.0,3686,879,846,16.99"
"895,48700,1,0,80,75872.0,2213,7932,1884,14.99"
"896,48720,1,0,21,6236.0,1055,723,713,7.99"
"897,48800,1,0,0,676.0,794,0,0,14.99"
"898,48950,1,0,13,399.0,68,38,49,6.99"
"899,49000,1,0,0,24.0,6,0,0,4.99"
"900,49300,1,0,51,60.0,74,0,0,7.99"
"901,49320,1,0,10,32.0,24,0,0,3.99"
"902,49470,1,0,26,705.0,95,935,935,0.0"
"903,49520,1,18,69,144595.0,11021,3276,1139,19.99"
"904,49600,1,0,63,6296.0,328,437,633,6.99"
"905,49800,1,0,0,95.0,148,22,22,3.99"
"906,49810,1,0,21,117.0,25,0,0,3.99"
"907,49900,1,0,24,177.0,83,0,0,3.99"
"908,50000,1,0,18,179.0,10,1,1,5.99"
"909,50130,1,18,67,31445.0,1855,1029,988,19.99"
"910,50300,1,18,50,32361.0,2613,293,301,19.99"
"911,50510,1,0,15,65.0,93,3,3,6.99"
"912,50910,1,0,0,12.0,0,0,0,4.99"
"913,50920,1,0,0,8.0,4,0,0,6.99"
"914,50930,1,0,0,2.0,3,0,0,6.99"
"915,50940,1,0,0,5.0,1,0,0,6.99"
"916,50960,1,0,0,17.0,3,0,0,6.99"
"917,50970,1,0,0,15.0,6,0,0,4.99"
"918,50980,1,0,0,9.0,3,0,0,4.99"
"919,50990,1,0,0,24.0,1,0,0,6.99"
"920,51000,1,0,0,16.0,8,0,0,6.99"
"921,51010,1,0,0,33.0,15,0,0,6.99"
"922,51020,1,0,0,5.0,1,0,0,4.99"
"923,51030,1,0,0,6.0,1,0,0,6.99"
"924,51060,1,0,30,87.0,13,0,0,6.99"
"925,55000,1,0,0,166.0,25,130,257,6.99"
"926,55040,1,0,41,1397.0,180,72,101,6.99"
"927,55100,1,0,47,5506.0,3685,1772,126,14.99"
"928,55110,1,18,58,2674.0,1005,307,436,14.99"
"929,55140,1,0,48,1599.0,359,1024,1024,14.99"
"930,55150,1,18,60,9847.0,998,712,537,19.99"
"931,55230,1,18,83,44810.0,1877,1848,1033,6.99"
"932,57000,1,0,20,87.0,9,0,0,1.99"
"933,57200,1,0,25,412.0,41,8,8,1.99"
"934,57300,1,0,18,20222.0,1199,173,41,14.99"
"935,57620,1,0,0,153.0,129,0,0,9.99"
"936,57640,1,0,0,1131.0,108,1177,1177,4.99"
"937,57650,1,0,0,214.0,266,112,112,6.99"
"938,57680,1,0,50,473.0,208,36,36,6.99"
"939,57690,1,0,70,8740.0,827,518,268,12.49"
"940,57700,1,0,12,98.0,42,25,25,3.99"
"941,57740,1,0,60,730.0,345,185,244,14.99"
"942,57800,1,0,12,79.0,92,11,16,2.99"
"943,57900,1,18,62,4433.0,2243,434,472,14.99"
"944,58200,1,0,16,249.0,31,3,3,6.99"
"945,58230,1,0,15,81.0,16,229,229,6.99"
"946,58400,1,0,21,46.0,83,14,14,3.49"
"947,58520,1,0,0,675.0,228,284,380,7.99"
"948,58550,1,0,75,201.0,420,8,8,6.99"
"949,58560,1,0,0,191.0,34,0,0,6.99"
"950,58570,1,0,0,352.0,59,1,1,6.99"
"951,58610,1,0,29,1892.0,574,11,11,7.99"
"952,60340,1,0,0,39.0,20,0,0,6.99"
"953,60350,1,0,25,80.0,11,0,0,6.99"
"954,60600,1,0,33,30.0,22,33,33,0.0"
"955,60700,1,0,26,9.0,25,0,0,6.99"
"956,60800,1,0,0,66.0,69,0,0,4.99"
"957,61100,1,0,11,171.0,53,127,127,4.99"
"958,61310,1,0,0,140.0,44,30,45,4.99"
"959,61500,1,0,0,334.0,98,161,254,3.99"
"960,61510,1,0,0,105.0,28,0,0,6.99"
"961,61520,1,0,0,225.0,35,151,151,6.99"
"962,61600,1,0,11,432.0,65,133,133,3.99"
"963,61700,1,0,14,1293.0,157,1595,1595,8.59"
"964,61730,1,0,14,256.0,14,137,137,4.99"
"965,62000,1,0,16,406.0,36,85,85,2.99"
"966,62100,1,0,15,564.0,39,707,1382,3.99"
"967,63000,1,0,129,673.0,168,31,31,6.99"
"968,63110,1,0,0,139.0,59,12,12,7.19"
"969,63200,1,0,51,720.0,205,101,101,3.99"
"970,63500,1,0,25,572.0,160,132,227,6.99"
"971,63610,1,0,0,288.0,103,0,0,3.99"
"972,63650,1,0,0,68.0,18,0,0,6.99"
"973,63660,1,0,0,155.0,80,0,0,3.99"
"974,63700,1,0,26,616.0,140,78,141,6.99"
"975,63710,1,0,26,3058.0,490,149,202,6.99"
"976,63800,1,0,50,225.0,159,241,241,3.99"
"977,63900,1,0,0,115.0,28,0,0,3.99"
"978,63910,1,0,0,492.0,47,30,30,11.99"
"979,63940,1,0,22,399.0,247,10,10,5.59"
"980,63960,1,0,0,50.0,76,0,0,4.99"
"981,64000,1,0,110,2881.0,416,292,365,7.19"
"982,65070,1,0,0,56.0,55,0,0,2.09"
"983,65080,1,0,0,87.0,30,0,0,3.99"
"984,65270,1,0,0,144.0,27,0,0,7.19"
"985,65400,1,0,43,87.0,17,16,16,6.99"
"986,65500,1,0,0,84.0,63,0,0,4.49"
"987,65530,1,0,0,125.0,85,1244,2481,13.99"
"988,65540,1,0,0,3396.0,523,409,412,0.0"
"989,65560,1,0,0,206.0,196,28,28,4.49"
"990,65600,1,0,0,247.0,254,1054,1054,8.99"
"991,65610,1,0,0,119.0,225,5,5,13.99"
"992,65710,1,0,0,297.0,59,0,0,3.99"
"993,65730,1,0,0,340.0,260,2,4,11.99"
"994,65740,1,16,45,362.0,442,81,81,19.99"
"995,65780,1,16,0,548.0,209,22,22,5.99"
"996,65790,1,16,0,3195.0,942,28,39,3.49"
"997,65800,1,0,114,10693.0,932,1993,1205,9.99"
"998,65930,1,16,41,6661.0,2923,201,168,14.99"
"999,65980,1,0,90,9555.0,8224,932,1552,29.99"
"1000,67000,1,0,14,331.0,114,4,5,4.99"
"1001,67370,1,18,50,11992.0,1234,191,214,19.99"
"1002,70000,1,0,77,12222.0,2367,172,150,6.99"
