",appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price"
"13827,607270,1,0,0,53.0,88,218,229,1.69"
"13828,607330,1,0,13,16.0,0,0,0,6.99"
"13829,607360,1,0,0,6.0,2,0,0,4.79"
"13830,607400,1,0,13,105.0,10,0,0,5.79"
"13831,607440,1,0,0,113.0,20,308,308,1.99"
"13832,607460,1,0,0,183.0,12,0,0,0.0"
"13833,607490,1,0,0,20.0,0,0,0,6.99"
"13834,607590,1,0,0,6.0,1,0,0,1.99"
"13835,607660,1,0,21,39.0,13,63,63,1.59"
"13836,607670,1,0,0,4.0,2,0,0,7.99"
"13837,607680,1,0,0,16.0,6,0,0,0.79"
"13838,607720,1,0,65,5.0,1,0,0,11.39"
"13839,607760,1,0,11,13.0,0,0,0,9.99"
"13840,607770,1,0,0,8.0,1,0,0,0.0"
"13841,607780,1,0,0,3.0,0,0,0,4.99"
"13842,607820,1,0,74,28.0,4,0,0,19.49"
"13843,607860,1,0,0,15.0,8,0,0,0.0"
"13844,607880,1,0,40,543.0,138,76,76,39.99"
"13845,607890,1,0,53,2860.0,707,605,941,39.99"
"13846,608000,1,0,0,92.0,9,0,0,0.0"
"13847,608110,1,0,0,242.0,9,0,0,3.99"
"13848,608190,1,0,0,5.0,6,0,0,3.99"
"13849,608370,1,0,0,54.0,17,0,0,14.99"
"13850,608390,1,0,6,59.0,63,276,285,0.79"
"13851,608440,1,0,19,6.0,0,0,0,1.69"
"13852,608530,1,0,8,92.0,80,0,0,15.99"
"13853,608540,1,0,14,9.0,5,265,265,3.99"
"13854,608560,1,0,6,191.0,58,276,312,0.79"
"13855,608580,1,0,0,14.0,11,0,0,3.99"
"13856,608630,1,0,25,9.0,4,332,332,0.79"
"13857,608660,1,0,8,65.0,6,261,261,6.99"
"13858,608760,1,0,9,53.0,7,0,0,7.19"
"13859,608800,1,0,849,625.0,211,67,66,7.19"
"13860,608830,1,0,1,22.0,29,211,227,0.79"
"13861,608870,1,0,0,28.0,2,0,0,7.19"
"13862,608990,1,0,9,208.0,209,2,3,0.0"
"13863,609010,1,0,0,11.0,3,0,0,6.19"
"13864,609100,1,0,0,8.0,3,305,313,8.29"
"13865,609150,1,12,46,503.0,223,0,0,15.99"
"13866,609170,1,0,11,25.0,14,0,0,14.99"
"13867,609320,1,0,14,3359.0,266,179,270,11.39"
"13868,609400,1,0,7,0.0,1,0,0,6.99"
"13869,609410,1,0,12,45.0,10,0,0,10.99"
"13870,609490,1,0,27,823.0,91,247,247,6.99"
"13871,609720,1,0,15,13.0,3,0,0,8.29"
"13872,609760,1,0,30,21.0,3,0,0,4.79"
"13873,609940,1,0,44,533.0,206,73,88,0.0"
"13874,609990,1,0,0,12.0,5,0,0,3.99"
"13875,610080,1,0,14,2266.0,463,1058,780,0.0"
"13876,610090,1,0,0,6.0,1,0,0,3.99"
"13877,610110,1,0,0,1.0,0,0,0,5.19"
"13878,610120,1,0,0,62.0,8,0,0,4.99"
"13879,610130,1,0,22,113.0,33,220,226,4.79"
"13880,610180,1,0,20,284.0,54,50,50,18.99"
"13881,610190,1,0,38,308.0,82,0,0,49.99"
"13882,610210,1,0,0,13.0,5,0,0,7.7"
"13883,610250,1,0,30,22.0,0,0,0,7.19"
"13884,610260,1,0,0,3.0,2,0,0,1.69"
"13885,610310,1,0,40,124.0,21,15,15,10.99"
"13886,610350,1,0,18,14.0,14,0,0,1.79"
"13887,610360,1,0,1043,1270.0,102,187,204,0.79"
"13888,610380,1,0,46,139.0,89,0,0,10.99"
"13889,610390,1,0,0,69.0,8,271,271,1.69"
"13890,610410,1,0,30,38.0,3,11,11,12.99"
"13891,610460,1,0,0,1.0,2,0,0,3.99"
"13892,610500,1,0,15,166.0,56,0,0,10.99"
"13893,610550,1,0,0,1.0,0,0,0,7.19"
"13894,610560,1,0,0,3.0,3,344,344,5.19"
"13895,610570,1,0,0,27.0,14,0,0,3.99"
"13896,610610,1,0,5,20.0,3,0,0,6.99"
"13897,610660,1,0,8,18.0,10,0,0,4.79"
"13898,610670,1,0,7,44.0,57,387,394,0.79"
"13899,610680,1,0,21,57.0,27,0,0,7.19"
"13900,610730,1,0,6,12.0,5,0,0,4.99"
"13901,610740,1,0,0,16.0,4,0,0,3.99"
"13902,610750,1,0,6,156.0,57,0,0,1.59"
"13903,610780,1,0,0,17.0,49,249,272,3.99"
"13904,610810,1,0,1,294.0,164,91,91,0.79"
"13905,610840,1,0,19,81.0,12,241,241,5.19"
"13906,610860,1,0,0,34.0,20,0,0,6.99"
"13907,610930,1,0,500,154.0,225,222,311,3.99"
"13908,610940,1,0,0,41.0,56,0,0,0.0"
"13909,610960,1,0,17,619.0,93,890,1256,5.99"
"13910,610980,1,0,11,6.0,0,0,0,7.99"
"13911,611020,1,0,6,830.0,425,0,0,0.0"
"13912,611040,1,0,34,146.0,73,0,0,8.29"
"13913,611050,1,0,11,5.0,2,0,0,1.69"
"13914,611060,1,0,36,48.0,8,0,0,11.39"
"13915,611080,1,0,82,1.0,0,0,0,5.99"
"13916,611090,1,0,0,12.0,4,0,0,0.0"
"13917,611120,1,0,0,51.0,47,10,10,0.0"
"13918,611140,1,0,14,14.0,15,0,0,1.59"
"13919,611160,1,0,49,279.0,21,25,25,18.99"
"13920,611180,1,0,27,61.0,66,0,0,30.99"
"13921,611230,1,0,48,54.0,6,0,0,13.99"
"13922,611260,1,0,0,60.0,34,0,0,0.0"
"13923,611320,1,0,15,37.0,8,0,0,3.99"
"13924,611350,1,0,0,131.0,60,20,20,0.79"
"13925,611390,1,0,0,4.0,0,0,0,5.59"
"13926,611500,1,0,52,15879.0,7098,754,102,0.0"
"13927,611620,1,0,20,72.0,22,0,0,19.49"
"13928,611630,1,0,56,22.0,3,0,0,4.79"
"13929,611640,1,0,0,32.0,5,0,0,2.79"
"13930,611660,1,18,50,2647.0,1162,161,216,39.99"
"13931,611670,1,18,75,2352.0,457,140,176,39.99"
"13932,611690,1,0,0,2.0,4,0,0,7.19"
"13933,611710,1,0,0,12.0,0,0,0,6.99"
"13934,611720,1,0,0,20.0,3,0,0,14.99"
"13935,611730,1,0,0,10.0,1,0,0,6.99"
"13936,611750,1,0,13,89.0,72,0,0,15.49"
"13937,611760,1,0,25,192.0,1,0,0,10.99"
"13938,611770,1,0,8,44.0,8,0,0,3.19"
"13939,611780,1,0,12,51.0,5,302,302,1.99"
"13940,611790,1,18,32,3329.0,593,313,349,10.99"
"13941,611800,1,0,13,165.0,128,0,0,4.79"
"13942,611810,1,0,0,3.0,5,0,0,6.99"
"13943,611830,1,0,0,59.0,10,0,0,10.99"
"13944,611850,1,0,38,30.0,4,0,0,2.89"
"13945,611860,1,0,4,22.0,5,0,0,3.29"
"13946,611960,1,0,10,39.0,5,309,316,2.89"
"13947,611970,1,0,0,1.0,2,0,0,14.99"
"13948,611980,1,0,365,811.0,72,140,140,0.79"
"13949,612010,1,0,8,2.0,2,0,0,6.99"
"13950,612020,1,0,35,1000.0,151,213,253,0.0"
"13951,612030,1,0,0,5.0,3,0,0,5.19"
"13952,612050,1,0,0,16.0,5,0,0,0.0"
"13953,612070,1,0,32,921.0,250,36,36,1.59"
"13954,612100,1,0,24,101.0,7,0,0,5.79"
"13955,612110,1,0,15,232.0,50,130,130,2.79"
"13956,612120,1,0,0,9.0,8,0,0,5.59"
"13957,612140,1,0,27,12.0,1,0,0,1.99"
"13958,612150,1,0,24,3.0,2,0,0,3.99"
"13959,612160,1,0,6,13.0,0,0,0,3.49"
"13960,612170,1,0,8,86.0,16,0,0,1.99"
"13961,612190,1,0,0,11.0,4,0,0,3.99"
"13962,612220,1,0,0,1.0,5,0,0,4.99"
"13963,612250,1,0,3,5.0,10,366,372,2.79"
"13964,612300,1,0,0,102.0,20,0,0,4.79"
"13965,612310,1,0,14,22.0,1,166,166,0.79"
"13966,612370,1,0,8,165.0,10,0,0,4.79"
"13967,612380,1,0,0,5.0,3,0,0,0.99"
"13968,612390,1,0,20,182.0,62,0,0,11.99"
"13969,612430,1,0,0,2.0,0,0,0,0.79"
"13970,612440,1,0,0,6.0,2,0,0,0.0"
"13971,612470,1,0,41,648.0,95,100,100,9.99"
"13972,612510,1,0,15,35.0,15,0,0,1.99"
"13973,612520,1,0,0,68.0,17,0,0,4.79"
"13974,612540,1,0,0,41.0,23,0,0,4.79"
"13975,612570,1,0,41,41.0,8,0,0,14.99"
"13976,612590,1,0,15,30.0,5,3,3,0.0"
"13977,612600,1,0,12,14.0,0,0,0,5.19"
"13978,612610,1,0,44,33.0,64,7,7,0.0"
"13979,612620,1,0,14,132.0,35,0,0,0.0"
"13980,612720,1,0,10,242.0,68,0,0,10.99"
"13981,612740,1,0,27,78.0,19,0,0,13.59"
"13982,612790,1,0,0,36.0,18,0,0,0.0"
"13983,612820,1,0,61,38.0,20,0,0,23.79"
"13984,612840,1,0,10,9.0,1,0,0,5.59"
"13985,612880,1,18,80,11732.0,4461,921,870,39.99"
"13986,612890,1,0,11,12.0,1,0,0,2.79"
"13987,612930,1,0,36,581.0,101,0,0,11.39"
"13988,613010,1,0,32,58.0,30,269,269,0.79"
"13989,613020,1,0,9,10.0,2,0,0,4.79"
"13990,613040,1,0,0,8.0,5,0,0,6.99"
"13991,613100,1,0,26,7019.0,1761,520,350,15.49"
"13992,613120,1,0,39,9.0,3,0,0,6.99"
"13993,613130,1,0,22,29.0,1,0,0,10.99"
"13994,613190,1,0,29,231.0,37,439,439,12.39"
"13995,613200,1,0,12,10.0,1,0,0,1.99"
"13996,613210,1,0,11,42.0,4,0,0,6.99"
"13997,613240,1,0,0,33.0,0,0,0,6.99"
"13998,613270,1,0,20,116.0,111,0,0,3.99"
"13999,613330,1,0,0,6.0,5,0,0,3.99"
"14000,613370,1,0,0,2.0,1,0,0,11.99"
"14001,613390,1,0,90,116.0,8,0,0,5.99"
"14002,613400,1,0,16,3.0,2,0,0,2.79"
"14003,613410,1,0,0,5.0,11,0,0,3.99"
"14004,613420,1,0,0,21.0,0,0,0,3.99"
"14005,613450,1,0,12,125.0,10,0,0,9.99"
"14006,613470,1,0,25,123.0,15,443,443,18.99"
"14007,613590,1,0,0,79.0,34,0,0,0.0"
"14008,613610,1,18,0,8.0,0,0,0,4.79"
"14009,613620,1,0,0,8.0,2,0,0,0.0"
"14010,613670,0,0,0,151.0,36,0,0,14.99"
"14011,613730,1,0,36,648.0,219,0,0,1.49"
"14012,613790,1,0,9,18.0,10,0,0,5.99"
"14013,613830,1,0,13,1121.0,376,0,0,11.99"
"14014,613850,1,0,0,8.0,4,0,0,5.79"
"14015,613860,1,0,46,16.0,7,0,0,14.99"
"14016,613880,1,0,59,155.0,162,0,0,14.99"
"14017,613970,1,0,13,5.0,7,0,0,3.99"
"14018,613980,1,0,0,4.0,6,0,0,2.09"
"14019,614030,1,0,78,113.0,32,372,372,0.79"
"14020,614050,1,0,0,7.0,11,0,0,1.99"
"14021,614090,1,0,14,15.0,2,0,0,10.99"
"14022,614100,1,0,0,43.0,45,0,0,0.0"
"14023,614130,1,0,0,25.0,2,0,0,14.99"
"14024,614140,1,0,20,14.0,16,0,0,6.99"
"14025,614150,1,0,15,8.0,0,0,0,4.99"
"14026,614160,1,0,0,2.0,1,0,0,0.79"
"14027,614250,1,0,0,28.0,5,0,0,0.0"
"14028,614260,1,0,0,27.0,14,0,0,10.59"
"14029,614380,1,0,0,1.0,1,0,0,7.19"
"14030,614460,1,0,0,13.0,15,243,243,0.79"
"14031,614530,1,0,0,4.0,6,0,0,6.99"
"14032,614550,1,0,0,11.0,1,0,0,6.99"
"14033,614560,1,0,0,4.0,6,0,0,9.99"
"14034,614570,1,18,30,2864.0,541,891,1159,19.99"
"14035,614630,1,0,12,189.0,80,1866,1866,6.99"
"14036,614650,1,0,0,1.0,0,0,0,7.19"
"14037,614660,1,0,28,25.0,6,326,382,2.09"
"14038,614700,1,0,0,11.0,3,0,0,5.99"
"14039,614710,1,0,0,39.0,2,0,0,0.0"
"14040,614770,1,0,0,8.0,7,0,0,1.59"
"14041,614830,1,0,0,22.0,3,0,0,5.99"
"14042,614850,1,0,12,2.0,2,0,0,8.99"
"14043,614880,1,0,21,8.0,9,0,0,2.79"
"14044,614890,1,0,6,37.0,9,0,0,0.0"
"14045,614900,1,0,75,23.0,16,0,0,0.79"
"14046,614910,1,0,118,386.0,51,0,0,0.79"
"14047,614940,1,0,0,180.0,134,0,0,0.0"
"14048,614950,1,0,45,143.0,18,90,90,2.09"
"14049,614960,1,0,11,41.0,8,0,0,0.79"
"14050,614970,1,0,19,31.0,14,0,0,6.99"
"14051,615010,1,0,31,97.0,13,0,0,4.99"
"14052,615020,1,0,12,52.0,8,0,0,0.0"
"14053,615070,1,0,0,1.0,1,0,0,3.99"
"14054,615080,1,0,28,8.0,2,0,0,2.09"
"14055,615090,1,0,24,49.0,11,412,412,1.99"
"14056,615120,1,0,0,234.0,6,0,0,14.99"
"14057,615150,1,0,5,28.0,2,0,0,2.09"
"14058,615160,1,0,1,3.0,2,0,0,0.0"
"14059,615180,1,0,8,62.0,20,0,0,3.99"
"14060,615250,1,0,0,32.0,4,0,0,6.99"
"14061,615270,1,0,0,18.0,2,0,0,15.49"
"14062,615330,1,0,0,18.0,0,0,0,0.79"
"14063,615340,1,0,12,37.0,43,0,0,0.0"
"14064,615350,1,0,13,63.0,14,0,0,6.99"
"14065,615390,1,0,7,0.0,4,0,0,1.59"
"14066,615400,1,0,14,45.0,71,3,3,0.0"
"14067,615460,1,0,0,6.0,3,0,0,0.0"
"14068,615550,1,0,8,4.0,2,0,0,2.79"
"14069,615590,1,0,0,4.0,3,0,0,6.99"
"14070,615610,1,0,31,2100.0,45,52,65,0.79"
"14071,615630,1,0,0,21.0,13,0,0,3.99"
"14072,615650,1,0,0,13.0,2,0,0,0.0"
"14073,615670,1,0,1,52.0,10,42,42,1.69"
"14074,615680,1,0,0,4.0,3,0,0,3.99"
"14075,615730,1,0,0,7.0,2,0,0,5.19"
"14076,615770,1,0,0,9.0,3,0,0,7.19"
"14077,615780,1,0,0,12.0,1,0,0,7.19"
"14078,615910,1,0,0,61.0,13,0,0,5.79"
"14079,615970,1,0,31,70.0,53,316,316,4.79"
"14080,616000,1,0,17,91.0,6,0,0,4.79"
"14081,616030,1,0,9,24.0,1,274,274,1.59"
"14082,616040,1,0,34,8.0,1,0,0,7.19"
"14083,616050,1,0,0,1.0,0,0,0,10.99"
"14084,616110,1,0,0,1183.0,121,230,230,1.99"
"14085,616220,1,0,0,165.0,372,16,31,0.0"
"14086,616240,1,0,23,50.0,48,0,0,7.19"
"14087,616250,1,0,0,771.0,23,982,982,14.99"
"14088,616330,1,0,0,28.0,7,0,0,6.99"
"14089,616360,1,0,45,120.0,100,454,460,0.79"
"14090,616520,1,0,4,48.0,2,0,0,3.99"
"14091,616560,1,0,0,2813.0,1349,677,677,11.39"
"14092,616620,1,0,0,75.0,20,0,0,11.39"
"14093,616640,1,0,22,4.0,0,0,0,5.99"
"14094,616650,1,0,2,0.0,3,0,0,0.79"
"14095,616660,1,0,0,10.0,11,0,0,3.99"
"14096,616690,1,0,0,13.0,3,0,0,1.99"
"14097,616720,1,0,0,665.0,91,55,55,3.99"
"14098,616740,1,0,11,240.0,25,0,0,7.19"
"14099,616750,1,0,31,9.0,1,0,0,7.19"
"14100,616860,1,0,24,0.0,2,0,0,5.59"
"14101,616880,1,0,15,18.0,2,0,0,0.79"
"14102,616890,1,0,11,16.0,0,0,0,8.99"
"14103,617020,1,0,6,5.0,5,0,0,4.99"
"14104,617030,1,0,19,94.0,60,0,0,11.39"
"14105,617060,1,0,14,9.0,2,0,0,4.79"
"14106,617160,1,0,0,984.0,176,12,12,12.99"
"14107,617170,1,0,0,28.0,31,304,316,1.59"
"14108,617230,1,0,0,1.0,2,0,0,3.99"
"14109,617270,1,0,9,9.0,0,0,0,3.99"
"14110,617420,1,0,10,24.0,20,7,7,5.19"
"14111,617430,1,0,0,9.0,0,0,0,6.99"
"14112,617440,1,0,81,179.0,10,6,6,6.99"
"14113,617480,1,0,77,747.0,110,0,0,19.49"
"14114,617590,1,0,0,20.0,14,0,0,3.99"
"14115,617600,1,0,0,6.0,3,0,0,0.0"
"14116,617610,1,0,34,62.0,5,0,0,6.99"
"14117,617620,1,0,38,10.0,0,0,0,7.19"
"14118,617630,1,0,11,16.0,9,0,0,3.99"
"14119,617660,0,0,0,323.0,35,0,0,14.99"
"14120,617670,1,0,100,537.0,33,0,0,0.79"
"14121,617680,1,0,28,24.0,7,0,0,6.99"
"14122,617690,1,0,54,29.0,0,0,0,5.79"
"14123,617700,1,0,18,339.0,73,0,0,7.19"
"14124,617710,1,0,12,47.0,36,309,309,0.79"
"14125,617750,1,0,0,8.0,4,0,0,14.99"
"14126,617820,0,0,3,46.0,4,0,0,7.19"
"14127,617830,1,0,26,2007.0,265,102,96,18.99"
"14128,617970,1,0,18,10.0,4,0,0,15.49"
"14129,618050,1,18,60,57.0,59,0,0,6.19"
"14130,618070,1,0,16,24.0,1,0,0,6.99"
"14131,618080,1,0,48,424.0,81,97,116,0.0"
"14132,618120,1,0,9,99.0,26,289,316,0.79"
"14133,618140,1,0,109,177.0,66,0,0,0.79"
"14134,618170,1,0,315,28.0,9,0,0,1.99"
"14135,618190,1,0,46,6.0,0,0,0,5.99"
"14136,618200,1,0,0,11.0,8,0,0,10.59"
"14137,618210,1,0,9,17.0,0,0,0,6.79"
"14138,618260,1,0,0,2.0,1,0,0,1.69"
"14139,618270,1,0,43,19.0,7,0,0,5.19"
"14140,618310,1,0,21,64.0,14,0,0,3.99"
"14141,618350,1,0,8,25.0,2,0,0,5.19"
"14142,618360,1,0,18,31.0,5,0,0,1.99"
"14143,618370,1,0,59,32.0,4,0,0,6.99"
"14144,618430,1,0,0,6.0,4,0,0,6.99"
"14145,618470,1,0,24,26.0,2,0,0,3.99"
"14146,618490,1,0,31,14.0,12,0,0,1.59"
"14147,618500,1,0,0,14.0,5,0,0,7.19"
"14148,618510,1,0,14,266.0,20,178,272,0.79"
"14149,618540,1,0,0,7.0,2,210,210,0.79"
"14150,618550,1,0,22,52.0,2,0,0,19.49"
"14151,618570,1,0,0,17.0,2,0,0,7.19"
"14152,618590,1,0,0,17.0,3,0,0,10.99"
"14153,618630,1,0,15,9.0,3,0,0,3.99"
"14154,618640,1,0,40,16.0,5,0,0,5.59"
"14155,618650,1,0,26,5.0,1,0,0,8.99"
"14156,618670,1,0,1,5.0,3,0,0,2.79"
"14157,618690,1,0,28,44.0,2,0,0,6.99"
"14158,618710,1,0,0,24.0,4,0,0,7.19"
"14159,618720,1,0,60,293.0,15,139,143,1.99"
"14160,618740,1,0,0,279.0,24,173,173,14.49"
"14161,618750,1,0,15,16.0,2,0,0,2.89"
"14162,618760,1,0,0,3.0,3,0,0,3.99"
"14163,618920,1,0,0,46.0,11,0,0,3.99"
"14164,618950,1,0,30,134.0,6,215,215,8.99"
"14165,618970,1,0,41,287.0,43,0,0,29.99"
"14166,618990,1,0,36,6.0,1,0,0,1.59"
"14167,619000,1,0,11,1.0,2,0,0,3.99"
"14168,619010,1,0,4,8.0,5,0,0,1.59"
"14169,619100,1,0,2,1.0,0,0,0,1.59"
"14170,619140,1,0,15,4.0,10,0,0,0.0"
"14171,619150,1,0,29,1140.0,128,0,0,9.99"
"14172,619210,1,0,0,54.0,9,0,0,10.99"
"14173,619220,1,0,26,8.0,0,0,0,0.79"
"14174,619230,1,0,0,18.0,6,0,0,10.59"
"14175,619280,1,0,36,275.0,48,0,0,6.99"
"14176,619290,1,0,78,494.0,94,0,0,15.49"
"14177,619310,1,0,0,82.0,89,0,0,0.0"
"14178,619330,1,0,0,11.0,7,0,0,3.99"
"14179,619340,1,0,90,28.0,22,433,433,0.79"
"14180,619350,1,0,27,14.0,4,0,0,13.49"
"14181,619380,1,0,0,5.0,0,0,0,4.79"
"14182,619400,1,0,3,70.0,134,214,217,0.79"
"14183,619430,1,0,0,64.0,41,0,0,22.99"
"14184,619470,1,0,8,6.0,4,15,15,3.99"
"14185,619480,1,0,0,2.0,1,0,0,2.79"
"14186,619490,1,0,0,61.0,28,0,0,1.59"
"14187,619500,1,0,0,112.0,12,0,0,15.49"
"14188,619520,1,0,0,19.0,25,414,450,3.19"
"14189,619550,1,0,0,20.0,5,2,2,0.0"
"14190,619590,1,0,0,1.0,0,0,0,4.99"
"14191,619600,1,0,21,23.0,11,0,0,0.0"
"14192,619620,1,0,0,2.0,0,0,0,3.99"
"14193,619670,1,0,0,17.0,5,0,0,2.89"
"14194,619700,1,0,46,64.0,42,22,22,15.99"
"14195,619740,1,0,0,23.0,12,408,408,3.99"
"14196,619780,1,0,20,650.0,597,542,542,11.39"
"14197,619810,1,0,17,40.0,3,0,0,9.99"
"14198,619870,1,0,52,53.0,5,0,0,1.99"
"14199,619880,1,0,31,609.0,189,237,384,8.59"
"14200,619890,1,0,27,27.0,2,302,302,1.99"
"14201,619910,1,18,0,865.0,345,74,70,0.0"
"14202,619930,1,0,0,9.0,0,0,0,4.99"
"14203,620070,1,0,12,45.0,39,0,0,0.0"
"14204,620080,1,0,0,27.0,2,571,571,15.49"
"14205,620130,1,0,40,5.0,0,302,302,2.89"
"14206,620140,1,0,39,2.0,2,0,0,1.99"
"14207,620170,1,0,24,33.0,5,0,0,2.79"
"14208,620190,1,0,16,260.0,72,25,25,14.99"
"14209,620200,1,16,10,71.0,9,0,0,6.99"
"14210,620210,1,0,31,125.0,9,513,513,15.49"
"14211,620220,1,0,21,151.0,24,0,0,7.19"
"14212,620240,1,0,100,283.0,55,289,312,0.79"
"14213,620280,1,0,13,15.0,1,0,0,3.99"
"14214,620310,1,0,0,10.0,1,424,424,2.79"
"14215,620330,1,0,16,4.0,1,0,0,7.19"
"14216,620340,1,0,31,20.0,0,0,0,1.59"
"14217,620360,1,0,0,33.0,1,0,0,11.39"
"14218,620530,1,0,8,172.0,28,335,334,0.79"
"14219,620570,1,0,0,5.0,8,0,0,18.99"
"14220,620580,1,0,36,7.0,5,0,0,3.99"
"14221,620590,1,18,50,1962.0,674,519,700,27.79"
"14222,620630,1,0,18,5.0,2,0,0,6.99"
"14223,620640,1,0,19,5.0,5,0,0,6.99"
"14224,620650,1,0,34,57.0,4,0,0,3.99"
"14225,620660,1,0,0,5.0,0,0,0,10.59"
"14226,620670,1,0,0,12.0,2,0,0,1.99"
"14227,620700,1,0,19,25.0,24,0,0,0.79"
"14228,620710,1,0,42,24.0,3,0,0,5.59"
"14229,620790,1,0,0,2.0,5,0,0,1.59"
"14230,620800,1,0,18,8.0,1,0,0,10.29"
"14231,620900,1,0,21,28.0,1,0,0,2.09"
"14232,620940,1,0,5,25.0,1,0,0,0.79"
"14233,620980,1,0,0,11083.0,797,1204,1349,15.49"
"14234,621010,1,0,14,18.0,1,0,0,15.99"
"14235,621020,1,0,20,81.0,36,0,0,19.49"
"14236,621050,1,0,17,12.0,18,0,0,1.59"
"14237,621060,1,0,53,6563.0,775,2021,3387,14.99"
"14238,621070,1,0,0,372.0,89,0,0,13.49"
"14239,621080,1,0,31,77.0,5,0,0,6.99"
"14240,621090,1,0,11,1.0,0,0,0,7.19"
"14241,621150,1,0,0,13.0,8,236,227,0.79"
"14242,621170,1,0,9,7.0,0,0,0,11.39"
"14243,621220,1,0,25,335.0,95,0,0,13.99"
"14244,621290,1,0,0,1.0,4,0,0,5.99"
"14245,621530,1,0,0,24.0,49,253,284,3.19"
"14246,621780,1,0,5,7.0,4,0,0,6.99"
"14247,621810,1,0,51,101.0,23,0,0,11.39"
"14248,621830,1,0,41,950.0,498,0,0,34.99"
"14249,621850,1,0,15,15.0,2,0,0,1.99"
"14250,621880,1,0,10,137.0,199,73,73,0.0"
"14251,621930,1,0,37,135.0,22,0,0,14.99"
"14252,621940,1,0,32,48.0,11,0,0,7.19"
"14253,621970,1,0,12,34.0,12,0,0,29.99"
"14254,622010,1,0,9,35.0,21,0,0,11.99"
"14255,622020,1,0,20,18.0,9,0,0,11.39"
"14256,622040,1,0,0,166.0,87,7,7,3.99"
"14257,622060,1,0,36,96.0,27,0,0,0.0"
"14258,622080,1,0,8,8.0,16,0,0,14.99"
"14259,622150,1,0,0,2.0,0,0,0,7.19"
"14260,622170,1,0,34,217.0,116,28,28,8.99"
"14261,622200,1,0,0,6.0,0,0,0,7.19"
"14262,622220,1,0,44,987.0,94,0,0,39.99"
"14263,622230,1,0,0,8.0,0,0,0,3.99"
"14264,622270,1,0,0,62.0,1,0,0,0.0"
"14265,622300,1,0,0,2.0,2,0,0,0.0"
"14266,622310,1,0,0,16.0,17,0,0,0.0"
"14267,622320,1,0,0,8.0,7,0,0,2.79"
"14268,622370,1,0,42,108.0,64,23,23,6.99"
"14269,622380,1,0,0,25.0,6,0,0,0.0"
"14270,622420,1,0,38,95.0,23,0,0,11.39"
"14271,622440,1,0,24,38.0,49,1,1,7.19"
"14272,622460,1,0,30,142.0,32,0,0,6.99"
"14273,622470,1,0,0,60.0,59,0,0,0.0"
"14274,622480,1,0,11,9.0,1,0,0,4.79"
"14275,622510,1,0,11,1.0,0,0,0,1.69"
"14276,622530,1,0,0,9.0,11,242,242,0.79"
"14277,622540,1,16,0,8.0,14,0,0,5.99"
"14278,622550,1,0,0,1.0,0,0,0,7.19"
"14279,622610,1,16,0,8.0,4,0,0,1.69"
"14280,622620,1,0,0,3.0,0,0,0,5.19"
"14281,622650,1,0,60,9901.0,1398,38,43,15.49"
"14282,622670,1,0,0,27.0,9,0,0,10.99"
"14283,622700,1,0,64,10.0,8,0,0,6.19"
"14284,622720,1,0,30,234.0,77,135,135,15.49"
"14285,622770,1,0,42,163.0,59,0,0,15.49"
"14286,622810,1,0,19,24.0,1,0,0,3.99"
"14287,622820,1,0,0,8.0,7,287,294,0.79"
"14288,622830,1,0,0,16.0,5,0,0,6.99"
"14289,622870,1,0,71,118.0,11,0,0,7.99"
"14290,622880,1,0,6,22.0,9,0,0,1.59"
"14291,622890,1,0,20,20.0,1,0,0,1.99"
"14292,622910,0,0,36,22.0,3,0,0,2.89"
"14293,622920,1,0,4,32.0,34,249,249,1.99"
"14294,622930,1,0,20,5.0,0,0,0,2.09"
"14295,623040,1,0,0,6.0,1,0,0,0.79"
"14296,623050,1,0,0,8.0,4,0,0,6.99"
"14297,623070,1,0,16,39.0,17,0,0,9.99"
"14298,623080,0,0,21,927.0,10,0,0,6.99"
"14299,623090,1,0,49,100.0,26,0,0,24.99"
"14300,623160,1,0,15,18.0,1,0,0,6.19"
"14301,623170,1,0,16,20.0,1,0,0,6.19"
"14302,623180,1,0,16,9.0,2,0,0,6.19"
"14303,623310,1,0,0,122.0,96,16,16,0.0"
"14304,623320,1,0,12,20.0,2,0,0,9.29"
"14305,623360,1,0,0,2.0,4,0,0,7.19"
"14306,623370,1,0,12,5.0,2,0,0,9.99"
"14307,623380,1,0,12,24.0,4,0,0,5.59"
"14308,623460,1,0,0,1.0,1,0,0,7.19"
"14309,623470,1,0,0,2.0,0,0,0,7.19"
"14310,623540,1,0,0,31.0,1,0,0,11.39"
"14311,623550,1,0,12,36.0,31,304,304,0.79"
"14312,623570,1,0,0,10.0,5,0,0,3.99"
"14313,623580,1,0,0,36.0,31,276,293,0.79"
"14314,623640,1,0,14,83.0,8,0,0,15.49"
"14315,623670,1,0,0,13.0,5,0,0,3.99"
"14316,623800,1,0,0,15.0,0,0,0,6.19"
"14317,623810,1,0,6,63.0,21,0,0,2.89"
"14318,623820,1,0,0,0.0,4,0,0,7.19"
"14319,623840,1,0,6,358.0,114,12,12,0.0"
"14320,623860,1,0,0,8.0,5,0,0,14.99"
"14321,623900,1,0,31,14.0,8,0,0,1.59"
"14322,623920,1,0,0,26.0,9,0,0,3.99"
"14323,623930,1,0,0,38.0,16,0,0,6.99"
